"id","legacyId","firstName","lastName","department","avgRating","avgDifficulty","numRatings","wouldTakeAgainPercent","ratings_r1","ratings_r2","ratings_r3","ratings_r4","ratings_r5","ratings_total","attendance_yes","attendance_no","attendance_neither","credit_yes","credit_no","credit_neither","tag_1_name","tag_1_count","tag_2_name","tag_2_count","tag_3_name","tag_3_count","tag_4_name","tag_4_count","tag_5_name","tag_5_count"
"VGVhY2hlci0yNDg1MjE4","2485218","Jean","Blaise","Human Development","4.7","2.6","12","91.6667","0","1","0","1","10","12","10","0","2","14","0","0","Participation matters","6","Respected","5","Get ready to read","4","Inspirational","4","Caring","4"
"VGVhY2hlci0yMzQzODgy","2343882","Thomas","Babin","Music","4.4","1.9","11","100","0","0","2","3","6","11","1","0","1","11","0","0","Clear grading criteria","5","Amazing lectures ","4","Hilarious","3","Respected","3","Inspirational","2"
"VGVhY2hlci0yMzg2MDA3","2386007","Kamalika","Chaudhuri","Computer Science","2.8","3.2","5","40","0","3","0","2","0","5","0","0","0","5","0","0","Beware of pop quizzes","2","Lecture heavy","2","Test heavy","2","Get ready to read","1","Clear grading criteria","1"
"VGVhY2hlci0yNDEwMDg1","2410085","Nattalie","Tamam","Mathematics","2.9","3.8","28","46.4286","7","7","2","6","6","28","2","0","4","31","1","0","Tough grader","8","Lecture heavy","7","Get ready to read","6","Lots of homework","5","Caring","5"
"VGVhY2hlci01NzE2NTk=","571659","William","Chandler","Political Science","3.6","2.8","18","40","1","2","5","4","6","18","0","0","13","5","0","12","Graded by few things","3","Tough grader","1","Get ready to read","1","Caring","1","Lecture heavy","1"
"VGVhY2hlci0xMTgwNDYw","1180460","Jing","Wang","Biology","4","2","3","100","0","0","1","0","2","3","1","0","2","2","0","2","Amazing lectures ","1","Clear grading criteria","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yMTM5MDcy","2139072","Zhisen","Urgolites","Psychology","4.2","2.7","3","100","0","0","1","0","2","3","0","0","0","3","0","0","Clear grading criteria","1","Caring","1","Respected","1","","","",""
"VGVhY2hlci0yNjEzNDI5","2613429","Rachel","Gershon","Marketing","5","3","2","100","0","0","0","0","2","2","0","0","1","2","0","0","Group projects","1","Amazing lectures ","1","Clear grading criteria","1","","","",""
"VGVhY2hlci0yNjQ3NTIz","2647523","Sofia","Lana","Linguistics","5","4","2","100","0","0","0","0","2","2","2","0","0","2","0","0","Participation matters","2","Caring","2","Lecture heavy","1","Accessible outside class","1","",""
"VGVhY2hlci01MDExNjg=","501168","Robert","Edelman","History","3.4","2.4","18","83.3333","2","1","7","3","5","18","2","0","11","6","0","11","Caring","4","Respected","3","Get ready to read","2","Lecture heavy","2","Graded by few things","2"
"VGVhY2hlci0xNDg1Njk=","148569","Vilayanur","Ramachandran","Psychology","3","3.2","48","33.3333","6","7","13","17","5","48","5","0","44","9","0","44","Graded by few things","4","Skip class? You won't pass.","3","Respected","2","Lecture heavy","2","Tough grader","1"
"VGVhY2hlci0xODg4MTY2","1888166","Paul","Curcio","Urban Studies","3.6","2.4","8","80","2","0","0","2","4","8","4","0","3","9","0","0","Participation matters","3","Amazing lectures ","3","Gives good feedback","2","Caring","2","Accessible outside class","2"
"VGVhY2hlci0yNjc3Nzkz","2677793","Madison","Greenstone","Music","3","2","1","0","0","0","1","0","0","1","0","0","0","1","0","0","Accessible outside class","1","","","","","","","",""
"VGVhY2hlci0yNjAwMzg2","2600386","Michelle","Yuan","Linguistics","5","3","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Caring","1","Lecture heavy","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNjc3NjU0","2677654","Garrett","Swan","Psychology","5","2","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Amazing lectures ","1","Hilarious","1","Caring","1","","","",""
"VGVhY2hlci0yMTE2MDYz","2116063","Jonathan","Nussman","Music","4.9","2.2","73","98.6111","0","0","0","6","67","73","13","0","9","70","4","0","Amazing lectures ","42","Clear grading criteria","27","EXTRA CREDIT","24","Inspirational","23","Caring","22"
"VGVhY2hlci0zNjI2Mzg=","362638","Donald","Rutherford","Philosophy","4.5","2.7","17","66.6667","0","0","2","4","11","17","2","0","13","5","0","13","Get ready to read","2","Respected","2","Graded by few things","2","Tough grader","1","Participation matters","1"
"VGVhY2hlci0yMzIzMTI2","2323126","Sachiko","Kamioka","International Studies","5","2.6","5","100","0","0","0","0","5","5","5","0","0","6","0","0","EXTRA CREDIT","2","Gives good feedback","2","Caring","2","Respected","2","Participation matters","1"
"VGVhY2hlci0yMTEwODc5","2110879","Marta","Collett","Psychology","4.2","3.4","13","100","0","2","0","2","9","13","6","0","2","12","0","0","Caring","7","Gives good feedback","6","Amazing lectures ","4","Inspirational","3","Tough grader","2"
"VGVhY2hlci0yNjcyMDUy","2672052","Alex","Stephenson","Music","5","3","1","100","0","0","0","0","1","1","0","0","1","1","0","0","Group projects","1","Inspirational","1","Caring","1","","","",""
"VGVhY2hlci04NTIyMjY=","852226","Patrick","Anderson","Communication","4.2","2.7","44","60","5","3","2","0","34","44","19","0","29","25","0","26","Skip class? You won't pass.","8","Amazing lectures ","8","Get ready to read","7","Inspirational","7","Beware of pop quizzes","7"
"VGVhY2hlci01MzA1MDY=","530506","Zoltan","Hajnal","Political Science","3.8","3.1","26","60","0","4","1","11","10","26","6","0","23","12","0","17","Tough grader","3","Get ready to read","3","Hilarious","3","Participation matters","2","Group projects","2"
"VGVhY2hlci0yNTgwMDMw","2580030","Jim","Short","Writing","2.8","2.3","4","50","2","0","0","1","1","4","2","0","3","5","1","0","Tough grader","1","EXTRA CREDIT","1","Amazing lectures ","1","Hilarious","1","Caring","1"
"VGVhY2hlci00Mzg2NjQ=","438664","Mark","Paddock","Physics","3.6","3","61","59.5238","8","8","8","13","24","61","42","0","16","56","0","7","Lots of homework","30","Caring","16","EXTRA CREDIT","15","Participation matters","10","Get ready to read","7"
"VGVhY2hlci0xMDUwNDI3","1050427","Yuan Emily","Tang","Economics","3.7","2.9","59","75","5","7","6","18","23","59","3","0","38","25","0","33","Tough grader","8","Tests are tough","4","Amazing lectures ","4","Clear grading criteria","4","Lecture heavy","4"
"VGVhY2hlci0yNDkwNzA0","2490704","Roger","Bohn","Management","1","4.3","4","0","4","0","0","0","0","4","4","0","0","4","0","0","Skip class? You won't pass.","2","Tough grader","1","Get ready to read","1","Group projects","1","Lots of homework","1"
"VGVhY2hlci0yNjY4Nzc2","2668776","Virginia","Arreola","Languages","5","2","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Get ready to read","1","Gives good feedback","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xNTA2OTU0","1506954","Amy","Spilkin","Psychology","3.6","2.8","20","0","1","3","2","6","8","20","0","0","21","1","0","20","","","","","","","","","",""
"VGVhY2hlci0yMjU3MzAw","2257300","Cassandra","Hartblay","Communication","3.7","3.3","3","66.6667","1","0","0","0","2","3","2","0","1","2","1","0","Participation matters","1","EXTRA CREDIT","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNjU5MTg3","2659187","Ellen Elizabeth","Kozelka","Health Science","1","5","1","0","1","0","0","0","0","1","1","0","0","1","0","0","","","","","","","","","",""
"VGVhY2hlci0xNzMyNTgw","1732580","Andrew G.","Dickson","Chemistry","3.2","3","3","50","1","0","0","1","1","3","0","0","1","2","0","1","Hilarious","1","Respected","1","Lecture heavy","1","","","",""
"VGVhY2hlci0yMTYzNjkx","2163691","Sean","Curry","Mathematics","3.1","3.6","31","58.0645","11","1","6","1","12","31","2","0","7","96","1","0","Skip class? You won't pass.","12","Gives good feedback","9","Tough grader","8","Caring","8","Clear grading criteria","7"
"VGVhY2hlci0xNDAxNTQ=","140154","John","Crowell","Chemistry","3.2","3","237","38.4615","24","45","49","53","66","237","49","0","182","104","0","141","Lecture heavy","36","Get ready to read","28","Lots of homework","27","Tough grader","23","Caring","16"
"VGVhY2hlci0yNjM2MTQy","2636142","Michael","Ostertag","Computer Science","5","3.3","4","100","0","0","0","0","4","4","1","0","1","4","0","0","Caring","2","Respected","2","Accessible outside class","2","Clear grading criteria","1","Gives good feedback","1"
"VGVhY2hlci0yNjYxMTg1","2661185","Mor","Shilon","Urban Studies","5","3","1","100","0","0","0","0","1","1","0","0","1","1","0","0","Gives good feedback","1","Graded by few things","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xMDIyMTk5","1022199","James","Messina","Philosophy","3.8","3.2","6","100","1","1","0","0","4","6","1","0","5","1","0","5","Amazing lectures ","1","Gives good feedback","1","Respected","1","","","",""
"VGVhY2hlci0yMDY0Mzc2","2064376","Olivier","George","Psychology","4.1","3.7","20","80","1","0","4","4","11","20","3","0","7","22","0","0","Lecture heavy","7","Test heavy","7","Skip class? You won't pass.","4","Hilarious","4","Graded by few things","4"
"VGVhY2hlci04NjQ1NDQ=","864544","Geert W","Schmid-Schoenbein","Engineering","3.4","3.9","9","50","0","3","1","2","3","9","0","0","7","2","0","7","Lots of homework","1","Respected","1","Lecture heavy","1","","","",""
"VGVhY2hlci0xNDc5MDcx","1479071","Lawrence","Saul","Computer Science","4.3","3.1","19","80","2","0","0","2","15","19","0","0","6","17","0","1","Lots of homework","12","Amazing lectures ","5","Respected","5","Lecture heavy","4","Clear grading criteria","3"
"VGVhY2hlci0xNjMyOTA1","1632905","Lisa","Shaffer","Management","3.8","2.1","7","66.6667","0","1","2","0","4","7","3","0","6","6","0","5","Inspirational","2","Caring","2","Get ready to read","1","Participation matters","1","Group projects","1"
"VGVhY2hlci0yMjM0MzI2","2234326","Deian","Stefan","Computer Science","3.5","3.8","6","66.6667","1","0","0","5","0","6","1","0","1","6","0","0","Get ready to read","3","Lots of homework","3","Caring","3","Respected","2","Skip class? You won't pass.","1"
"VGVhY2hlci0zMzE1MTk=","331519","Thad","Kousser","Political Science","4.6","2.5","66","100","0","1","2","10","53","66","1","0","63","7","0","60","Would take again","4","Respected","3","Skip class? You won't pass.","2","Clear grading criteria","2","Amazing lectures ","1"
"VGVhY2hlci0zNTcyNzM=","357273","James","Rauch","Economics","3.8","3.3","27","60","0","3","5","11","8","27","0","0","23","4","2","24","Respected","3","Inspirational","2","Lecture heavy","2","Tough grader","1","Get ready to read","1"
"VGVhY2hlci0yMjMzODU1","2233855","Susan","Rosenfeld","History","5","1","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Participation matters","1","Amazing lectures ","1","Caring","1","","","",""
"VGVhY2hlci0yNjU4MTc3","2658177","Lisa","Naylor","Writing","5","4","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Clear grading criteria","1","Gives good feedback","1","Caring","1","","","",""
"VGVhY2hlci0yMzk1OTY4","2395968","Baris","Tasyakan","History","2.3","3.7","6","16.6667","3","0","1","2","0","6","5","0","0","7","0","0","Graded by few things","4","Get ready to read","3","Tough grader","2","Lecture heavy","2","Skip class? You won't pass.","1"
"VGVhY2hlci0yNjU2OTY0","2656964","Stephanie","Gaillard","Languages","4","4","1","100","0","0","0","1","0","1","1","0","0","1","0","0","Tough grader","1","Participation matters","1","Skip class? You won't pass.","1","","","",""
"VGVhY2hlci0yNjU2MjQy","2656242","Kyle","Haines","Political Science","5","1","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Inspirational","1","Graded by few things","1","","","","","",""
"VGVhY2hlci01NzM5Njk=","573969","Tom","Erbe","Music","4.8","2.6","11","0","0","0","1","0","10","11","1","0","11","2","0","10","","","","","","","","","",""
"VGVhY2hlci0yNDQ5NDU4","2449458","Angela","Booker","Communication","3.3","3.3","3","33.3333","0","1","1","0","1","3","1","0","0","3","0","0","Lecture heavy","2","Tough grader","1","Get ready to read","1","Skip class? You won't pass.","1","Group projects","1"
"VGVhY2hlci0yNjA1ODMw","2605830","Alexander","Huezo","Ethnic Studies","5","3","2","100","0","0","0","0","2","2","1","0","0","2","0","0","Get ready to read","1","Participation matters","1","Clear grading criteria","1","Gives good feedback","1","Inspirational","1"
"VGVhY2hlci0yNjU1MDMy","2655032","Brian","Tracz","Philosophy","4","3","1","100","0","0","0","1","0","1","0","0","0","1","0","0","","","","","","","","","",""
"VGVhY2hlci0yNjQ0MDE0","2644014","Kirk","Bansak","Political Science","5","1","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Gives good feedback","1","Inspirational","1","Respected","1","","","",""
"VGVhY2hlci0xODE1Mzg1","1815385","Bruce K","Driver","Mathematics","4","2.3","7","50","0","0","1","4","2","7","1","0","0","5","0","0","Amazing lectures ","1","Clear grading criteria","1","Respected","1","Test heavy","1","Accessible outside class","1"
"VGVhY2hlci0yNTU3ODU2","2557856","Bonnie","Kaiser","Anthropology","5","2.7","3","100","0","0","0","0","3","3","0","0","0","3","0","0","Get ready to read","1","Group projects","1","Graded by few things","1","","","",""
"VGVhY2hlci0zMjU2MjM=","325623","Samuel","Cha","Languages","4.5","3","32","83.3333","1","0","2","2","27","32","14","0","24","15","2","19","Skip class? You won't pass.","5","Hilarious","5","Participation matters","3","Tough grader","2","Gives good feedback","2"
"VGVhY2hlci0yNDcxNDg2","2471486","Prashant","Mali","Engineering","3","3.7","3","66.6667","1","0","0","2","0","3","1","0","0","4","0","0","Lots of homework","2","Skip class? You won't pass.","1","EXTRA CREDIT","1","Amazing lectures ","1","So many papers","1"
"VGVhY2hlci0yNjI0MDI1","2624025","Robert","August","Cultural Studies","5","2","1","100","0","0","0","0","1","1","0","0","1","1","0","0","Gives good feedback","1","Respected","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNjQ3NTIy","2647522","Mariannina","Villavicencio","Linguistics","5","4","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Participation matters","1","Caring","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNDM4MDQz","2438043","Elisa","Geiss","Psychology","3","3.3","4","50","2","0","0","0","2","4","1","0","0","4","0","0","Lots of homework","3","Get ready to read","2","Tough grader","1","Participation matters","1","Clear grading criteria","1"
"VGVhY2hlci0yNjQ0NDk2","2644496","Jenna","Lawrence","Engineering","5","2","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Participation matters","1","Gives good feedback","1","Lecture heavy","1","","","",""
"VGVhY2hlci0yMjg2NDY2","2286466","Xin","Tu","Public Health","3.3","3","3","66.6667","0","1","1","0","1","3","1","0","0","3","0","0","Respected","2","Lecture heavy","2","Clear grading criteria","1","Gives good feedback","1","Caring","1"
"VGVhY2hlci02ODQzNzA=","684370","Stephen","Hedrick","Biology","4.5","2.5","12","100","0","0","0","6","6","12","1","0","4","9","0","3","Clear grading criteria","5","Skip class? You won't pass.","3","Hilarious","2","Caring","2","Graded by few things","2"
"VGVhY2hlci0yMjYxMzY1","2261365","Yi","Chen","Engineering","2","3","2","50","1","0","1","0","0","2","0","0","0","2","0","0","Test heavy","2","Gives good feedback","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNjQxMTQy","2641142","Andrea","Zelaya","Linguistics","1","2","1","0","1","0","0","0","0","1","1","0","0","1","0","0","Lots of homework","1","So many papers","1","Lecture heavy","1","","","",""
"VGVhY2hlci0yMjA2Mjkz","2206293","Joseph","Babcock","Writing","5","2.3","8","100","0","0","0","0","8","8","5","0","0","8","0","0","Gives good feedback","5","Caring","4","Respected","3","Accessible outside class","3","Inspirational","2"
"VGVhY2hlci0yNjA0MTIy","2604122","Landon","Bain","Music","5","3","2","100","0","0","0","0","2","2","0","0","1","2","0","0","Get ready to read","1","Caring","1","Lecture heavy","1","","","",""
"VGVhY2hlci05NjA4NjI=","960862","Margaret","Loose","Literature","4","3","17","100","1","0","3","4","9","17","3","0","18","5","0","17","Tough grader","2","Get ready to read","2","Amazing lectures ","2","Caring","2","Skip class? You won't pass.","1"
"VGVhY2hlci03NzM4NjI=","773862","Emanuelle","Brodard","Languages","4.5","2.2","11","100","0","0","1","1","9","11","5","0","7","5","0","6","Participation matters","6","Caring","3","Respected","2","Skip class? You won't pass.","1","Amazing lectures ","1"
"VGVhY2hlci04NTc1ODk=","857589","Seth","Lerer","English","4.5","3","2","100","0","0","0","1","1","2","0","0","2","1","0","2","Participation matters","1","Amazing lectures ","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xNzYyMzg1","1762385","Megan","Eckles","Environment","4.9","2.6","30","100","0","0","0","0","30","30","7","0","13","19","0","5","Respected","13","Amazing lectures ","6","Gives good feedback","6","Inspirational","6","Caring","6"
"VGVhY2hlci01ODIzOTc=","582397","Michael","Monteon","History","3.2","3.1","20","0","3","2","3","8","4","20","4","0","22","5","0","22","Get ready to read","2","Participation matters","2","Skip class? You won't pass.","2","Gives good feedback","1","Lecture heavy","1"
"VGVhY2hlci0yNTI3NTYy","2527562","Rudolph","Perkins","Mathematics","2.1","4.2","31","25.8065","17","4","4","2","4","31","1","0","5","39","0","0","Accessible outside class","10","Lots of homework","8","Test heavy","8","Caring","7","Tough grader","6"
"VGVhY2hlci0xMDc5Mzkx","1079391","Maurício","De Oliveira","Engineering","3.7","2.7","12","33.3333","1","1","2","3","5","12","0","0","10","6","0","8","Lots of homework","2","Tough grader","1","Gives good feedback","1","Inspirational","1","Respected","1"
"VGVhY2hlci0yNTM5MTY=","253916","Michael","Noel","Economics","3.3","4.3","54","60","9","10","4","8","23","54","3","0","56","6","0","56","Skip class? You won't pass.","2","Participation matters","1","Amazing lectures ","1","Respected","1","",""
"VGVhY2hlci0xMTYwNzI1","1160725","Christian","Gonzales","History","4.8","2","6","100","0","0","0","1","5","6","1","0","5","3","0","3","Amazing lectures ","2","Caring","2","Respected","2","Participation matters","1","Would take again","1"
"VGVhY2hlci01MTE0NjQ=","511464","Shayan","Mookherjea","Engineering","4.6","3.5","6","100","0","0","0","1","5","6","0","0","8","1","0","5","Amazing lectures ","1","Respected","1","","","","","",""
"VGVhY2hlci0xOTAyNDIy","1902422","Ramesh","Rao","Engineering","2","4","2","0","1","0","1","0","0","2","0","0","1","1","1","0","Tough grader","1","Skip class? You won't pass.","1","Lecture heavy","1","Test heavy","1","",""
"VGVhY2hlci0yNTE2Nzgz","2516783","Anusorn","Mudla","Biological Sciences","4.2","4","5","60","0","0","2","0","3","5","1","0","0","5","0","0","EXTRA CREDIT","2","Lots of homework","2","Caring","2","Lecture heavy","2","Test heavy","2"
"VGVhY2hlci02NTU2MDk=","655609","Gerald (Gerry)","Mackie","Political Science","2.5","2.9","14","0","3","3","4","2","2","14","5","0","7","9","1","6","Get ready to read","3","Lecture heavy","3","Tests? Not many","2","Participation matters","1","EXTRA CREDIT","1"
"VGVhY2hlci0xNjk1OTM5","1695939","Kirstie","Dorr","Ethnic Studies","4.5","2.4","10","83.3333","0","0","1","2","7","10","6","0","3","6","1","2","Skip class? You won't pass.","3","Inspirational","3","Get ready to read","2","Clear grading criteria","2","Gives good feedback","2"
"VGVhY2hlci0xNDM5NDY3","1439467","W. Duane","Wesley","Computer Science","1","4","3","0","3","0","0","0","0","3","3","0","3","6","0","0","Tough grader","2","Lecture heavy","2","Get ready to read","1","Lots of homework","1","So many papers","1"
"VGVhY2hlci0xODkzMDc3","1893077","Ali","Behzadan","Mathematics","4.9","2.2","110","96.4286","2","0","1","3","104","110","71","0","25","114","2","0","Respected","56","Caring","41","Amazing lectures ","40","Inspirational","29","Accessible outside class","20"
"VGVhY2hlci0yNjEyODc0","2612874","Abigail","Dommer","Chemistry","5","2","4","100","0","0","0","0","4","4","0","0","4","5","0","0","EXTRA CREDIT","3","Caring","2","Accessible outside class","2","Gives good feedback","1","Inspirational","1"
"VGVhY2hlci0yNTM5MzY4","2539368","Aubrie","O'Rourke","Biological Sciences","4.2","3.6","5","80","1","0","0","0","4","5","4","0","0","5","0","0","Group projects","2","Respected","2","Get ready to read","1","Participation matters","1","Skip class? You won't pass.","1"
"VGVhY2hlci0yMjkwMzI2","2290326","Alexander","Knop","Mathematics","2.5","3.8","26","38.4615","8","5","6","4","3","26","5","0","1","35","1","0","Caring","7","Tough grader","6","Test heavy","6","Skip class? You won't pass.","4","Group projects","4"
"VGVhY2hlci0yMDE1Njk0","2015694","Sara","Mohanty","Mathematics","2.1","4.4","44","21.4286","22","8","5","5","4","44","9","0","15","60","0","0","Tough grader","31","Tests are tough","14","Lots of homework","13","Skip class? You won't pass.","9","Lecture heavy","5"
"VGVhY2hlci0zNDc3NDA=","347740","Stephanie","Jed","Literature","3.8","1.7","37","92.8571","2","2","3","11","19","37","11","0","24","14","0","23","Caring","12","Respected","6","Accessible outside class","6","Inspirational","4","Get ready to read","3"
"VGVhY2hlci0yNDY4Nzc0","2468774","Suzanne","Thorpe","Music","2.9","2.7","7","28.5714","1","2","2","1","1","7","6","0","0","7","0","0","Participation matters","4","Lecture heavy","4","Get ready to read","3","Skip class? You won't pass.","3","Clear grading criteria","1"
"VGVhY2hlci0yMTA5MDI1","2109025","Robert","Fuller","Business","1","3","1","0","1","0","0","0","0","1","0","0","1","1","0","0","Group projects","1","Lecture heavy","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNDMyMzM4","2432338","Margarette","Sousa","Psychology","4.5","3","2","100","0","0","0","1","1","2","1","0","0","2","0","0","Clear grading criteria","2","Get ready to read","1","Skip class? You won't pass.","1","Hilarious","1","Caring","1"
"VGVhY2hlci0yNjEyODY3","2612867","Sergio","Ita","Biology","1","3","1","0","1","0","0","0","0","1","1","0","0","1","0","0","Tough grader","1","Test heavy","1","Graded by few things","1","","","",""
"VGVhY2hlci0yNTA4NzU2","2508756","Michael","Matsuno","Music","5","2","5","100","0","0","0","0","5","5","5","0","0","5","0","0","Participation matters","4","Amazing lectures ","3","Hilarious","2","Caring","2","Skip class? You won't pass.","1"
"VGVhY2hlci0yNjEyMjMx","2612231","Maria","Titova","Economics","5","3","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Clear grading criteria","1","Gives good feedback","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xNzA1Njcw","1705670","Elizabeth","Wong","Mathematics","4.8","2.3","15","100","0","0","0","1","14","15","1","0","2","14","0","1","Amazing lectures ","9","Caring","8","Respected","6","Clear grading criteria","4","Would take again","4"
"VGVhY2hlci0yNDY5MTQ2","2469146","Ila","Varma","Mathematics","1","2","1","0","1","0","0","0","0","1","1","0","0","0","1","0","","","","","","","","","",""
"VGVhY2hlci0zNjI2MzM=","362633","William","Bechtel","Philosophy","3.1","3","29","50","2","6","9","9","3","29","4","0","23","3","1","23","Get ready to read","2","Clear grading criteria","2","Lecture heavy","2","Tough grader","1","Participation matters","1"
"VGVhY2hlci0xMjc3MTI3","1277127","Adam","Engler","Engineering","5","2","2","100","0","0","0","0","2","2","","","","2","0","0","Clear grading criteria","2","Caring","2","Respected","2","","","",""
"VGVhY2hlci0yNTc4MzIw","2578320","Jericho","Burg","Sociology","5","3","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Amazing lectures ","1","Gives good feedback","1","Inspirational","1","","","",""
"VGVhY2hlci02MjMxMTE=","623111","Ronald S","Burton","Biology","3.4","3.5","14","75","0","2","2","9","1","14","3","0","11","4","0","11","Lecture heavy","2","Participation matters","1","Skip class? You won't pass.","1","Amazing lectures ","1","Clear grading criteria","1"
"VGVhY2hlci0yMzA0ODA4","2304808","David","El-Chai","Mathematics","4","2.6","27","88.8889","1","1","4","4","17","27","1","0","2","26","0","0","Clear grading criteria","8","Graded by few things","8","Amazing lectures ","6","Lots of homework","5","Caring","5"
"VGVhY2hlci0yNTMyNjc1","2532675","James","Davenport","Cultural Studies","5","4","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Gives good feedback","1","Respected","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNDQxODY4","2441868","Michael","Witte","Writing","5","4.5","4","100","0","0","0","0","4","4","4","0","0","4","0","0","Tough grader","2","Respected","2","Get ready to read","1","Skip class? You won't pass.","1","Amazing lectures ","1"
"VGVhY2hlci0yNTMxNjk3","2531697","Christopher","Gibson","Economics","2.8","3.4","11","36.3636","4","2","0","2","3","11","0","0","1","10","1","0","Get ready to read","3","Lecture heavy","3","Accessible outside class","3","Respected","2","Graded by few things","2"
"VGVhY2hlci0yNDExNTgy","2411582","Natacha","Diels","Music","4.7","2","6","100","0","0","0","2","4","6","2","0","0","6","0","0","Caring","5","Amazing lectures ","2","Respected","2","Lecture heavy","2","Graded by few things","1"
"VGVhY2hlci0xMTE3NzE=","111771","Craig","McKenzie","Psychology","4","2.5","18","0","0","0","3","8","7","18","0","0","17","1","0","17","Group projects","1","Test heavy","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNjAyMTUx","2602151","Jay","Rothman","International Studies","3.5","2.5","2","50","0","1","0","0","1","2","0","0","1","2","0","0","Get ready to read","2","So many papers","2","Lots of homework","1","Caring","1","",""
"VGVhY2hlci0yNTk2MjM5","2596239","Lee","Dionne","Political Science","5","2","1","100","0","0","0","0","1","1","0","0","0","1","0","0","Get ready to read","1","Amazing lectures ","1","Clear grading criteria","1","","","",""
"VGVhY2hlci0yNTgxOTg4","2581988","Vincent","Short","Theater","5","3","1","100","0","0","0","0","1","1","0","0","1","1","0","0","EXTRA CREDIT","1","Gives good feedback","1","Respected","1","","","",""
"VGVhY2hlci0yMzk0NDg1","2394485","Ferrara","William","Mathematics","3.3","3.7","18","61.1111","5","2","2","2","7","18","2","0","1","27","4","0","Tough grader","5","Caring","5","Skip class? You won't pass.","4","Hilarious","4","Respected","4"
"VGVhY2hlci0xNTA1MzU1","1505355","Susan","Peerson","Urban Studies","2","3","1","0","0","1","0","0","0","1","1","0","0","1","0","0","Group projects","1","Gives good feedback","1","","","","","",""
"VGVhY2hlci0yNTcyMDE5","2572019","Tiange","Zhou","Music","4.6","2.2","4","100","0","0","0","2","2","4","3","0","1","4","0","0","Caring","4","EXTRA CREDIT","3","Accessible outside class","3","Gives good feedback","2","",""
"VGVhY2hlci0xMzI0MTg3","1324187","Michael","Binder","Political Science","4.5","2.5","2","100","0","0","0","1","1","2","1","0","1","1","0","1","Caring","1","Respected","1","","","","","",""
"VGVhY2hlci00ODM2OTI=","483692","Christina A.","Johnson","Chemistry","4.3","3.5","258","66.6667","5","6","26","52","169","258","71","0","202","97","1","165","Tough grader","32","Skip class? You won't pass.","27","Caring","24","Participation matters","18","Respected","15"
"VGVhY2hlci0yNTM0MTgz","2534183","Marc-Olivier","Caron","Linguistics","4","3","1","100","0","0","0","1","0","1","1","0","0","1","0","0","Hilarious","1","Caring","1","Accessible outside class","1","","","",""
"VGVhY2hlci0yNTczMzcw","2573370","Zi","Yang","Mathematics","2","3","1","0","0","1","0","0","0","1","0","0","0","2","0","0","Skip class? You won't pass.","1","Lecture heavy","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xOTExNzA=","191170","Janet","Smarr","Humanities","3.5","2.9","46","66.6667","4","3","7","21","11","46","18","0","33","26","0","28","Get ready to read","16","Skip class? You won't pass.","8","Participation matters","5","Tough grader","3","Would take again","3"
"VGVhY2hlci0xOTcxNzgx","1971781","Richard","Chavez","Urban Studies","2","3.8","4","50","3","0","0","0","1","4","4","0","1","5","0","0","Participation matters","2","Group projects","1","Gives good feedback","1","Inspirational","1","Graded by few things","1"
"VGVhY2hlci0yNTY5NjI0","2569624","Elizabeth","Villa","Biological Sciences","2.7","4","7","42.8571","3","1","0","1","2","7","10","0","0","11","0","0","Lecture heavy","5","Participation matters","2","Beware of pop quizzes","2","Caring","2","Graded by few things","2"
"VGVhY2hlci0yMDQzMTU1","2043155","Robert","Fuller","Finance","1.9","3","9","0","4","3","1","1","0","9","10","0","0","12","0","0","Group projects","4","Lots of homework","3","Tough grader","2","Participation matters","2","EXTRA CREDIT","1"
"VGVhY2hlci0xNjQxMTY3","1641167","Yuen Yick","Kwan","Mathematics","2.9","2.2","10","100","1","3","1","3","2","10","1","0","15","1","0","15","Gives good feedback","1","Inspirational","1","Accessible outside class","1","","","",""
